unique_id,image_description,generated_caption,semantic_similarity
0c3f605b3a,A bar chart titled 'Weather/Climate Disasters Exceeding $1 Billion' shows the cost of weather/climate disasters in billions of dollars adjusted for inflation from 1980 to 2020.,a graph shows the average of water and climate,0.3857252895832062
10e2bd239d,"A person with dreadlocks stands in a dimly lit, crowded environment, possibly a scene from 'The Acolyte' TV show.",a woman with dread dread dread dread dread dread dread dread dread dread dread dread dread dread dread dread dread,0.4521949291229248
0f1b7316d3,"A smartphone displays a digital cryptocurrency interface with a Bitcoin symbol in the center, set against a background of fluctuating digital numbers.",a smartphone with a glowing blue and red logo on it,0.5583959221839905
0cc0108f40,"People are seen casting their votes in a row of voting booths, each with an American flag and the word 'VOTE' on them.",a man sleeping on a voting table,0.4222443997859955
168334f4a6,"An image of a modern building with a glass facade, a person walking a dog, and a view of the Capitol building in the background during twilight.",the exterior of the museum of fine arts at dusk,0.4361900687217712
2b4693b4b3,"A large cargo ship named 'SAIC ANJI ETERNITY' is docked with a large number of white cars parked in front of it, suggesting a shipment of vehicles.",a large ship in the water,0.4500288963317871
156d2e6a1b,"Two individuals are seated at a desk in an office, one facing a computer screen displaying a website design, with a plant on the desk and a yellow mug beside it.",two men sitting at a desk in an office,0.6955390572547913
0b427fa9b4,"A woman is sitting at a desk with a laptop, a cup, and a plant, looking at a computer screen. Above her, three framed pictures are hanging on the wall. The room is well-lit with a desk lamp and a clock showing '12:52'.",a woman sitting at her desk with a laptop and a lamp,0.7460601329803467
0b7e96d11c,"A sunset with a bright yellow sun partially obscured by a large, smoky cloud, with a landscape of hills and sparse vegetation in the foreground.",a fire burning in the sky,0.4240790605545044
13d876c770,"A woman stands in front of a backdrop with the words 'Green Deal' written on it, gesturing with her hands.",theresa may speaking at the green deal conference,0.4145922660827636
0ba40fd6aa,"A woman in a white blouse is seated on a chair, working on a laptop with an Apple logo visible on the screen.",a woman sitting in a chair using a laptop,0.7218348383903503
0c79828d33,A man in a dark suit and light blue striped shirt stands in front of a blurred background with the letters 'AM' visible.,vice bider and vice bider walk past the presidential flight,0.05467439442873
2264129145,"A man in a suit steps off a helicopter into the arms of two Marines, with a sign reading 'Welcome Aboard' below them.",president trump waves from the helicopter of a helicopter,0.4214493632316589
23419c3b82,"A man with a blurred face, wearing a dark suit, is seen with his hand on his chin, suggesting a thoughtful or contemplative pose. The background is a blue backdrop with a logo that is partially visible.",a man with a serious look on his face,0.6426840424537659
24d7f103f5,A smartphone displaying the U.S. Citizenship and Immigration Services logo on a blue background.,the u citizenship and immigration services logo on a phone,0.8051454424858093
1594406c10,"A man in a blue jacket and white cap sits at a table with microphones in front of him, with a backdrop of various sponsor logos including Coca-Cola, Qatar Airways, and Vivo.",a man in a white hat and blue jacket sitting at a table,0.608467161655426
08a4e93721,"A sticky note with 'WHAT'S NEXT?' written on it, placed on a marble surface with a green and blue background.",a sticky note with the words what ' s next?,0.7878179550170898
211e14160a,"The image is a collage of three different scenes from animated movies or series. The left side shows a character with a large, glowing hand reaching out towards a cityscape with buildings and a neon sign. The middle section features a character in a blue and red costume with a gold belt, standing with arms raised, in front of a backdrop of confetti and a city skyline. The right side shows two characters, one with blonde hair and a green outfit, and the other with red hair and a black outfit, both looking at each other with a serious expression.",the avengers movie characters,0.289052665233612
191530f731,"An individual with arms raised stands in front of a stock market display board showing various green and red numbers, indicating stock performance.",a woman stands in front of an electronic board displaying stock prices at a broker ' s office in tokyo,0.6217684745788574
1fa68ee4a6,"An orange SUV is displayed at a car show with people in the background, under a sign that reads 'SSANGYONG'.",the new chevrolet ion is displayed at the detroit auto show,0.5213906764984131
2c0cb1650a,"A wooden figure of a person standing on a step, with a hand placing a block under the next step.",a person is climbing up a wooden stair,0.5631853342056274
21d5a8dbb1,"A man in a suit stands on a stage with a blue background, holding a folder, with the words 'Annual Meeting Davos 2024' visible.",a man in a suit holding a book,0.4871101975440979
23a9595705,A rainbow-striped shirt is displayed on a hanger in front of a sign that reads 'Celebrate Pride month'.,a colorful shirt hanging on a wall,0.5697736144065857
127b660102,"A white boat with the name 'Fishin' Hole' on the side is seen on a body of water with people on board, with a city skyline in the background.",a boat in the water,0.6488977670669556
20008a4d0b,A man in a suit waves to the crowd as he exits a vehicle.,president trump waves from his car as he leaves the white house,0.5033398866653442
1520a8edea,"A group of professionals in a meeting room with papers and graphs, discussing and analyzing data.",a group of people sitting around a table with papers and laptops,0.5441955924034119
02b0785f2a,"A man in a dark suit and a woman with blonde hair are seen from the back, with the man's face blurred out.",a woman and a man walking together,0.3753055334091186
0eeb9c9a87,"A group of people are seen from behind, waving rainbow flags and holding rainbow-colored paper fans in front of the United States Capitol building.",a group of people are riding on a bus,0.1606784164905548
2eee1ad452,"A man in a blue and gold costume stands confidently in front of a backdrop of red and blue seats, possibly from a stadium, with a blurred face.",a man in a superhero costume standing in front of a wall,0.5387024283409119
